TimePeriodLabel,date,cases,deaths,newcases,newdeaths,Indicator,Group,State,Subgroup,Phase,TimePeriod,TimePeriodStartDate,TimePeriodEndDate,Value,LowCI,HighCI,ConfidenceInterval,QuartileRange,SymptomType,Subgroup2
Dec 9 - Dec 21,12/22/2020,18285416,323012,201660,3239,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,36.9,36.1,37.7,36.1 - 37.7,,Anxiety,United States
Dec 9 - Dec 21,12/9/2020,15472050,289830,219736,3156,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,30.2,29.4,31.1,29.4 - 31.1,,Depressive,United States
Dec 9 - Dec 21,12/9/2020,15472050,289830,219736,3156,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,42.4,41.5,43.3,41.5 - 43.3,,Anxiety or Depressive,United States
Dec 9 - Dec 21,12/9/2020,15472050,289830,219736,3156,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,36.9,36.1,37.7,36.1 - 37.7,,Anxiety,United States
Dec 9 - Dec 21,12/10/2020,15697271,292771,225221,2941,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,30.2,29.4,31.1,29.4 - 31.1,,Depressive,United States
Dec 9 - Dec 21,12/10/2020,15697271,292771,225221,2941,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,42.4,41.5,43.3,41.5 - 43.3,,Anxiety or Depressive,United States
Dec 9 - Dec 21,12/10/2020,15697271,292771,225221,2941,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,36.9,36.1,37.7,36.1 - 37.7,,Anxiety,United States
Dec 9 - Dec 21,12/11/2020,15977838,295726,280567,2955,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,30.2,29.4,31.1,29.4 - 31.1,,Depressive,United States
Dec 9 - Dec 21,12/11/2020,15977838,295726,280567,2955,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,42.4,41.5,43.3,41.5 - 43.3,,Anxiety or Depressive,United States
Dec 9 - Dec 21,12/11/2020,15977838,295726,280567,2955,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,36.9,36.1,37.7,36.1 - 37.7,,Anxiety,United States
Dec 9 - Dec 21,12/12/2020,16185267,297981,207429,2255,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,30.2,29.4,31.1,29.4 - 31.1,,Depressive,United States
Dec 9 - Dec 21,12/12/2020,16185267,297981,207429,2255,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,42.4,41.5,43.3,41.5 - 43.3,,Anxiety or Depressive,United States
Dec 9 - Dec 21,12/12/2020,16185267,297981,207429,2255,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,36.9,36.1,37.7,36.1 - 37.7,,Anxiety,United States
Dec 9 - Dec 21,12/13/2020,16369491,299338,184224,1357,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,30.2,29.4,31.1,29.4 - 31.1,,Depressive,United States
Dec 9 - Dec 21,12/13/2020,16369491,299338,184224,1357,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,42.4,41.5,43.3,41.5 - 43.3,,Anxiety or Depressive,United States
Dec 9 - Dec 21,12/13/2020,16369491,299338,184224,1357,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,36.9,36.1,37.7,36.1 - 37.7,,Anxiety,United States
Dec 9 - Dec 21,12/14/2020,16570615,301016,201124,1678,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,30.2,29.4,31.1,29.4 - 31.1,,Depressive,United States
Dec 9 - Dec 21,12/14/2020,16570615,301016,201124,1678,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,42.4,41.5,43.3,41.5 - 43.3,,Anxiety or Depressive,United States
Dec 9 - Dec 21,12/14/2020,16570615,301016,201124,1678,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,36.9,36.1,37.7,36.1 - 37.7,,Anxiety,United States
Dec 9 - Dec 21,12/28/2020,19365740,335152,189066,1899,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,30.2,29.4,31.1,29.4 - 31.1,,Depressive,United States
Dec 9 - Dec 21,12/28/2020,19365740,335152,189066,1899,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,42.4,41.5,43.3,41.5 - 43.3,,Anxiety or Depressive,United States
Dec 9 - Dec 21,12/28/2020,19365740,335152,189066,1899,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,36.9,36.1,37.7,36.1 - 37.7,,Anxiety,United States
Dec 9 - Dec 21,12/29/2020,19566832,338780,201092,3628,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,30.2,29.4,31.1,29.4 - 31.1,,Depressive,United States
Dec 9 - Dec 21,12/29/2020,19566832,338780,201092,3628,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,42.4,41.5,43.3,41.5 - 43.3,,Anxiety or Depressive,United States
Dec 9 - Dec 21,12/29/2020,19566832,338780,201092,3628,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,36.9,36.1,37.7,36.1 - 37.7,,Anxiety,United States
Dec 9 - Dec 21,12/30/2020,19795855,342588,229023,3808,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,30.2,29.4,31.1,29.4 - 31.1,,Depressive,United States
Dec 9 - Dec 21,12/30/2020,19795855,342588,229023,3808,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,42.4,41.5,43.3,41.5 - 43.3,,Anxiety or Depressive,United States
Dec 9 - Dec 21,12/30/2020,19795855,342588,229023,3808,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,36.9,36.1,37.7,36.1 - 37.7,,Anxiety,United States
Dec 9 - Dec 21,12/31/2020,20026890,346050,231035,3462,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,30.2,29.4,31.1,29.4 - 31.1,,Depressive,United States
Dec 9 - Dec 21,12/31/2020,20026890,346050,231035,3462,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,42.4,41.5,43.3,41.5 - 43.3,,Anxiety or Depressive,United States
Dec 9 - Dec 21,12/31/2020,20026890,346050,231035,3462,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,36.9,36.1,37.7,36.1 - 37.7,,Anxiety,United States
Dec 9 - Dec 21,1/1/2021,20174150,347970,147260,1920,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,30.2,29.4,31.1,29.4 - 31.1,,Depressive,United States
Dec 9 - Dec 21,1/1/2021,20174150,347970,147260,1920,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,42.4,41.5,43.3,41.5 - 43.3,,Anxiety or Depressive,United States
Dec 9 - Dec 21,1/1/2021,20174150,347970,147260,1920,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,36.9,36.1,37.7,36.1 - 37.7,,Anxiety,United States
Dec 9 - Dec 21,1/2/2021,20465532,350343,291382,2373,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,30.2,29.4,31.1,29.4 - 31.1,,Depressive,United States
Dec 9 - Dec 21,1/2/2021,20465532,350343,291382,2373,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,42.4,41.5,43.3,41.5 - 43.3,,Anxiety or Depressive,United States
Dec 9 - Dec 21,1/2/2021,20465532,350343,291382,2373,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,36.9,36.1,37.7,36.1 - 37.7,,Anxiety,United States
Dec 9 - Dec 21,1/3/2021,20667499,351694,201967,1351,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,30.2,29.4,31.1,29.4 - 31.1,,Depressive,United States
Dec 9 - Dec 21,1/3/2021,20667499,351694,201967,1351,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,42.4,41.5,43.3,41.5 - 43.3,,Anxiety or Depressive,United States
Dec 9 - Dec 21,1/3/2021,20667499,351694,201967,1351,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,36.9,36.1,37.7,36.1 - 37.7,,Anxiety,United States
Dec 9 - Dec 21,1/4/2021,20919461,353743,251962,2049,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,30.2,29.4,31.1,29.4 - 31.1,,Depressive,United States
Dec 9 - Dec 21,1/4/2021,20919461,353743,251962,2049,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,42.4,41.5,43.3,41.5 - 43.3,,Anxiety or Depressive,United States
Dec 9 - Dec 21,1/4/2021,20919461,353743,251962,2049,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,36.9,36.1,37.7,36.1 - 37.7,,Anxiety,United States
Dec 9 - Dec 21,1/5/2021,21154488,357432,235027,3689,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,30.2,29.4,31.1,29.4 - 31.1,,Depressive,United States
Dec 9 - Dec 21,1/5/2021,21154488,357432,235027,3689,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,42.4,41.5,43.3,41.5 - 43.3,,Anxiety or Depressive,United States
Dec 9 - Dec 21,1/5/2021,21154488,357432,235027,3689,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,36.9,36.1,37.7,36.1 - 37.7,,Anxiety,United States
Dec 9 - Dec 21,12/24/2020,18706752,329248,193548,2824,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,30.2,29.4,31.1,29.4 - 31.1,,Depressive,United States
Dec 9 - Dec 21,12/24/2020,18706752,329248,193548,2824,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,42.4,41.5,43.3,41.5 - 43.3,,Anxiety or Depressive,United States
Dec 9 - Dec 21,12/24/2020,18706752,329248,193548,2824,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,36.9,36.1,37.7,36.1 - 37.7,,Anxiety,United States
Dec 9 - Dec 21,12/25/2020,18807725,330377,100973,1129,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,30.2,29.4,31.1,29.4 - 31.1,,Depressive,United States
Dec 9 - Dec 21,12/25/2020,18807725,330377,100973,1129,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,42.4,41.5,43.3,41.5 - 43.3,,Anxiety or Depressive,United States
Dec 9 - Dec 21,12/25/2020,18807725,330377,100973,1129,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,36.9,36.1,37.7,36.1 - 37.7,,Anxiety,United States
Dec 9 - Dec 21,12/26/2020,19024581,332023,216856,1646,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,30.2,29.4,31.1,29.4 - 31.1,,Depressive,United States
Dec 9 - Dec 21,12/26/2020,19024581,332023,216856,1646,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,42.4,41.5,43.3,41.5 - 43.3,,Anxiety or Depressive,United States
Dec 9 - Dec 21,12/26/2020,19024581,332023,216856,1646,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,36.9,36.1,37.7,36.1 - 37.7,,Anxiety,United States
Dec 9 - Dec 21,12/27/2020,19176674,333253,152093,1230,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,30.2,29.4,31.1,29.4 - 31.1,,Depressive,United States
Dec 9 - Dec 21,12/27/2020,19176674,333253,152093,1230,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,42.4,41.5,43.3,41.5 - 43.3,,Anxiety or Depressive,United States
Dec 9 - Dec 21,12/27/2020,19176674,333253,152093,1230,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Oct 28 � Dec 21),21,12/9/2020 0:00,12/21/2020 0:00,36.9,36.1,37.7,36.1 - 37.7,,Anxiety,United States
Jan 20 - Feb 1,1/24/2021,25178356,419219,129522,1815,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,28.3,27.7,28.9,27.7 - 28.9,,Depressive,United States
Jan 20 - Feb 1,1/24/2021,25178356,419219,129522,1815,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,36,35.2,36.8,35.2 - 36.8,,Anxiety,United States
Jan 20 - Feb 1,1/24/2021,25178356,419219,129522,1815,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,41.5,40.7,42.2,40.7 - 42.2,,Anxiety or Depressive,United States
Jan 20 - Feb 1,1/26/2021,25485678,425223,151617,4097,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,28.3,27.7,28.9,27.7 - 28.9,,Depressive,United States
Jan 20 - Feb 1,1/26/2021,25485678,425223,151617,4097,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,36,35.2,36.8,35.2 - 36.8,,Anxiety,United States
Jan 20 - Feb 1,1/26/2021,25485678,425223,151617,4097,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,41.5,40.7,42.2,40.7 - 42.2,,Anxiety or Depressive,United States
Jan 20 - Feb 1,1/27/2021,25641317,429326,155639,4103,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,28.3,27.7,28.9,27.7 - 28.9,,Depressive,United States
Jan 20 - Feb 1,1/27/2021,25641317,429326,155639,4103,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,36,35.2,36.8,35.2 - 36.8,,Anxiety,United States
Jan 20 - Feb 1,1/27/2021,25641317,429326,155639,4103,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,41.5,40.7,42.2,40.7 - 42.2,,Anxiety or Depressive,United States
Jan 20 - Feb 1,1/28/2021,25806567,433194,165250,3868,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,28.3,27.7,28.9,27.7 - 28.9,,Depressive,United States
Jan 20 - Feb 1,1/28/2021,25806567,433194,165250,3868,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,36,35.2,36.8,35.2 - 36.8,,Anxiety,United States
Jan 20 - Feb 1,1/28/2021,25806567,433194,165250,3868,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,41.5,40.7,42.2,40.7 - 42.2,,Anxiety or Depressive,United States
Jan 20 - Feb 1,1/25/2021,25334061,421126,155705,1907,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,28.3,27.7,28.9,27.7 - 28.9,,Depressive,United States
Jan 20 - Feb 1,1/25/2021,25334061,421126,155705,1907,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,36,35.2,36.8,35.2 - 36.8,,Anxiety,United States
Jan 20 - Feb 1,1/25/2021,25334061,421126,155705,1907,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,41.5,40.7,42.2,40.7 - 42.2,,Anxiety or Depressive,United States
Jan 20 - Feb 1,1/30/2021,26106136,439435,133905,2641,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,28.3,27.7,28.9,27.7 - 28.9,,Depressive,United States
Jan 20 - Feb 1,1/30/2021,26106136,439435,133905,2641,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,36,35.2,36.8,35.2 - 36.8,,Anxiety,United States
Jan 20 - Feb 1,1/30/2021,26106136,439435,133905,2641,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,41.5,40.7,42.2,40.7 - 42.2,,Anxiety or Depressive,United States
Jan 20 - Feb 1,1/31/2021,26219647,441299,113511,1864,Symptoms of Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,28.3,27.7,28.9,27.7 - 28.9,,Depressive,United States
Jan 20 - Feb 1,1/31/2021,26219647,441299,113511,1864,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,36,35.2,36.8,35.2 - 36.8,,Anxiety,United States
Jan 20 - Feb 1,1/31/2021,26219647,441299,113511,1864,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3 (Jan 6 � Feb 1),23,1/20/2021 0:00,2/1/2021 0:00,41.5,40.7,42.2,40.7 - 42.2,,Anxiety or Depressive,United States
